"stateFIPS","State","Year","Value","Stability",
"50","Vermont","2009","Suppressed","1",
"50","Vermont","2010","Suppressed","1",
"50","Vermont","2011","Suppressed","1",
"50","Vermont","2012","Suppressed","1",
"50","Vermont","2013","Suppressed","1",
"50","Vermont","2014","Suppressed","1",
"50","Vermont","2015","Suppressed","1",
"51","Virginia","1999","13","1",
"51","Virginia","2000","Suppressed","1",
"51","Virginia","2001","Suppressed","1",
"51","Virginia","2002","Suppressed","1",
"51","Virginia","2003","Suppressed","1",
"51","Virginia","2004","Suppressed","1",
"51","Virginia","2005","Suppressed","1",
"51","Virginia","2006","11","1",
"51","Virginia","2007","Suppressed","1",
"51","Virginia","2008","14","1",
"51","Virginia","2009","Suppressed","1",
"51","Virginia","2010","15","1",
"51","Virginia","2011","12","1",
"51","Virginia","2012","22","1",
"51","Virginia","2013","Suppressed","1",
"51","Virginia","2014","Suppressed","1",
"51","Virginia","2015","11","1",
"53","Washington","1999","Suppressed","1",
"53","Washington","2000","Suppressed","1",
"53","Washington","2001","Suppressed","1",
"53","Washington","2002","Suppressed","1",
"53","Washington","2003","Suppressed","1",
"53","Washington","2004","Suppressed","1",
"53","Washington","2005","Suppressed","1",
"53","Washington","2006","Suppressed","1",
"53","Washington","2007","Suppressed","1",
"53","Washington","2008","Suppressed","1",
"53","Washington","2009","10","1",
"53","Washington","2010","Suppressed","1",
"53","Washington","2011","Suppressed","1",
"53","Washington","2012","Suppressed","1",
"53","Washington","2013","Suppressed","1",
"53","Washington","2014","Suppressed","1",
"53","Washington","2015","Suppressed","1",
"54","West Virginia","1999","Suppressed","1",
"54","West Virginia","2000","Suppressed","1",
"54","West Virginia","2001","Suppressed","1",
"54","West Virginia","2002","Suppressed","1",
"54","West Virginia","2003","Suppressed","1",
"54","West Virginia","2004","Suppressed","1",
"54","West Virginia","2005","Suppressed","1",
"54","West Virginia","2006","Suppressed","1",
"54","West Virginia","2007","Suppressed","1",
"54","West Virginia","2008","Suppressed","1",
"54","West Virginia","2009","Suppressed","1",
"54","West Virginia","2010","Suppressed","1",
"54","West Virginia","2011","Suppressed","1",
"54","West Virginia","2012","Suppressed","1",
"54","West Virginia","2013","Suppressed","1",
"54","West Virginia","2014","Suppressed","1",
"54","West Virginia","2015","Suppressed","1",
"55","Wisconsin","1999","20","1",
"55","Wisconsin","2000","Suppressed","1",
"55","Wisconsin","2001","17","1",
"55","Wisconsin","2002","Suppressed","1",
"55","Wisconsin","2003","Suppressed","1",
"55","Wisconsin","2004","Suppressed","1",
"55","Wisconsin","2005","10","1",
"55","Wisconsin","2006","Suppressed","1",
"55","Wisconsin","2007","Suppressed","1",
"55","Wisconsin","2008","Suppressed","1",
"55","Wisconsin","2009","Suppressed","1",
"55","Wisconsin","2010","Suppressed","1",
"55","Wisconsin","2011","Suppressed","1",
"55","Wisconsin","2012","24","1",
"55","Wisconsin","2013","10","1",
"55","Wisconsin","2014","Suppressed","1",
"55","Wisconsin","2015","Suppressed","1",
"56","Wyoming","1999","Suppressed","1",
"56","Wyoming","2000","Suppressed","1",
"56","Wyoming","2001","Suppressed","1",
"56","Wyoming","2002","Suppressed","1",
"56","Wyoming","2003","Suppressed","1",
"56","Wyoming","2004","Suppressed","1",
"56","Wyoming","2005","Suppressed","1",
"56","Wyoming","2006","Suppressed","1",
"56","Wyoming","2007","Suppressed","1",
"56","Wyoming","2008","Suppressed","1",
"56","Wyoming","2009","Suppressed","1",
"56","Wyoming","2010","Suppressed","1",
"56","Wyoming","2011","Suppressed","1",
"56","Wyoming","2012","Suppressed","1",
"56","Wyoming","2013","Suppressed","1",
"56","Wyoming","2014","Suppressed","1",
"56","Wyoming","2015","Suppressed","1",
